Candidate_Location,Distance_From_Job_Location (km),Cost_of_Living_Area,Current_Role,Seniority_Level,Experience_Years,Current_Salary (INR),Expected_Salary (INR),Education_Qualification,Relevant_Skills,Certifications,Notice_Period (Days),Planned_Leaves,Shift_Preference,Service_Bond_Acceptance,Work_Mode_Preference,Current_Company_Name,Current_Company_Industry,Current_Company_Brand_Perception,Job_Hopping_History (Years),Technology_Fit,Offered_Salary (INR),Salary_Difference (INR),Salary_Competitiveness,Offered_Position_Level,Offered_Job_Role,Job_Location,Relocation_Required,Benefits_Package,Career_Growth_Opportunities,Job_Security,Offer_Company_Brand_Value,Offer_Validity_Date,Offer_Letter_Clarity,Expected Joining Score (1-1000)
Delhi,22,Low,Data Scientist,Mid-Level,6,1435092,2301860,Diploma,"AWS, Docker, Kubernetes",None,68,14,Night,Yes,Remote,Infosys,Banking,Neutral,9,Moderate,1525832,244745,Average,Lead,Manager,Pune,Yes,Flexible Hours,Excellent,Stable,Moderate,2025-01-02 14:11:33.008200,Clear,216.86106666666666
Munger,42,High,Project Manager,Entry-Level,12,1423143,1836457,Diploma,"AWS, Docker, Kubernetes",Scrum Master,67,1,Flexible,Yes,Offline,TCS,Healthcare,Neutral,6,Moderate,1996436,64796,Average,Lead,Data Analyst,Munger,No,Stock Options,Limited,Stable,Moderate,2024-12-31 14:11:33.008200,Ambiguous,272.54786666666666
Hyderabad,39,High,Analyst,Senior-Level,1,426498,1756688,PhD,"Python, SQL, ML",Google Cloud Certified,20,1,Day,Yes,Remote,TCS,IT Services,Negative,8,Low,962834,447922,Above Average,Entry-Level,Developer,Hyderabad,No,Health Insurance,Excellent,Weak,Moderate,2024-12-11 14:11:33.008200,Clear,274.0944666666667
Mumbai,19,Low,Analyst,Lead,14,1002098,1922534,Master's Degree,"C++, Algorithms",AWS Certified,77,9,Flexible,Yes,Hybrid,Infosys,Retail,Negative,1,Low,1240597,138554,Above Average,Entry-Level,Data Analyst,Madanapalle,Yes,Flexible Hours,Moderate,Stable,Moderate,2024-12-12 14:11:33.008200,Clear,173.35323333333332
Munger,29,High,Data Scientist,Lead,14,1321469,2122907,Diploma,"Java, Spring Boot",PMP,77,6,Day,Yes,Remote,HCL,Consulting,Neutral,0,Low,1250122,395921,Above Average,Senior-Level,Manager,Hyderabad,Yes,Flexible Hours,Excellent,Stable,Low,2024-12-11 14:11:33.008200,Ambiguous,193.67073333333332
Pune,41,High,Consultant,Entry-Level,9,764894,880808,Diploma,"JavaScript, React",AWS Certified,69,12,Day,No,Hybrid,Infosys,Retail,Positive,1,High,846880,276167,Above Average,Mid-Level,Developer,Pune,Yes,Stock Options,Excellent,Strong,Low,2025-01-02 14:11:33.008200,Clear,196.22933333333333
Munger,32,High,Software Engineer,Lead,2,1884973,2039778,Diploma,"AWS, Docker, Kubernetes",PMP,11,1,Day,Yes,Hybrid,HCL,IT Services,Positive,6,Low,2972703,255358,Above Average,Senior-Level,Developer,Madanapalle,Yes,Flexible Hours,Moderate,Stable,Moderate,2024-12-14 14:11:33.008200,Clear,205.0901
Pune,14,Medium,Data Scientist,Lead,5,584154,1571682,Master's Degree,"JavaScript, React",Google Cloud Certified,15,14,Night,No,Offline,Cognizant,IT Services,Neutral,9,High,1130559,223708,Below Average,Entry-Level,Data Analyst,Delhi,No,Flexible Hours,Excellent,Stable,Moderate,2024-12-15 14:11:33.008200,Ambiguous,369.6853
Madanapalle,43,Medium,Data Scientist,Lead,9,1095219,2444940,PhD,"C++, Algorithms",Google Cloud Certified,80,14,Flexible,Yes,Offline,Infosys,Healthcare,Negative,5,Low,921727,177807,Above Average,Lead,Data Analyst,Bangalore,Yes,Health Insurance,Moderate,Weak,Low,2024-12-21 14:11:33.008200,Clear,74.72423333333333
Delhi,21,High,Project Manager,Lead,4,439544,2499409,Bachelor's Degree,"AWS, Docker, Kubernetes",AWS Certified,86,11,Flexible,Yes,Offline,HCL,Banking,Positive,3,Moderate,2534100,345103,Above Average,Entry-Level,Manager,Hyderabad,No,Stock Options,Excellent,Weak,High,2025-01-11 14:11:33.008200,Ambiguous,362.47
Madanapalle,43,High,Analyst,Senior-Level,11,546183,1738084,PhD,"JavaScript, React",PMP,13,14,Flexible,Yes,Hybrid,Cognizant,Banking,Negative,0,Moderate,2262015,49218,Average,Lead,Data Analyst,Munger,No,Stock Options,Limited,Strong,Low,2025-01-16 14:11:33.008200,Clear,319.40049999999997
Kolkata,26,Medium,Data Scientist,Lead,3,978743,743567,Diploma,"C++, Algorithms",Google Cloud Certified,60,12,Day,Yes,Remote,Infosys,IT Services,Positive,0,High,2073683,415429,Below Average,Lead,Developer,Munger,Yes,Health Insurance,Excellent,Weak,High,2024-12-13 14:11:33.008200,Ambiguous,187.12276666666668
Hyderabad,30,Medium,Data Scientist,Mid-Level,7,1672429,691464,PhD,"Java, Spring Boot",Scrum Master,70,1,Night,Yes,Hybrid,TCS,Healthcare,Neutral,4,Moderate,2850503,239766,Above Average,Lead,Team Lead,Kolkata,Yes,Health Insurance,Moderate,Stable,Moderate,2025-01-07 14:11:33.008200,Clear,205.01676666666668
Mumbai,48,Low,Consultant,Entry-Level,6,763001,945096,PhD,"C++, Algorithms",Scrum Master,45,14,Day,Yes,Offline,Infosys,Healthcare,Negative,0,High,1932713,300604,Above Average,Lead,Team Lead,Darbhanga,No,Stock Options,Limited,Stable,Moderate,2024-12-14 14:11:33.008200,Clear,258.42376666666667
Pune,29,Low,Consultant,Senior-Level,8,1383094,518581,Bachelor's Degree,"AWS, Docker, Kubernetes",PMP,31,8,Flexible,Yes,Offline,Accenture,Consulting,Positive,6,High,946312,396723,Above Average,Mid-Level,Manager,Hyderabad,No,Health Insurance,Moderate,Stable,Low,2025-01-22 14:11:33.008200,Ambiguous,293.5437333333333
Mumbai,21,Medium,Software Engineer,Lead,3,353909,1576503,Master's Degree,"Python, SQL, ML",AWS Certified,14,6,Night,Yes,Remote,Infosys,Banking,Neutral,0,Moderate,2216344,336824,Average,Entry-Level,Data Analyst,Pune,Yes,Health Insurance,Excellent,Weak,Moderate,2024-12-21 14:11:33.008200,Clear,201.87813333333332
Pune,17,High,Project Manager,Senior-Level,5,1024984,1483349,Master's Degree,"Java, Spring Boot",Google Cloud Certified,43,10,Night,No,Offline,Accenture,IT Services,Neutral,0,High,2405464,41017,Average,Senior-Level,Manager,Bangalore,Yes,Health Insurance,Limited,Stable,High,2025-01-12 14:11:33.008200,Ambiguous,186.18213333333335
Darbhanga,24,High,Software Engineer,Lead,10,1270834,1869539,PhD,"JavaScript, React",AWS Certified,16,2,Night,Yes,Offline,Cognizant,Retail,Neutral,1,Moderate,1682322,364182,Average,Lead,Team Lead,Chennai,Yes,Stock Options,Moderate,Stable,High,2024-12-25 14:11:33.008200,Ambiguous,178.0774
Munger,29,High,Consultant,Mid-Level,4,815693,738540,PhD,"AWS, Docker, Kubernetes",Scrum Master,40,2,Flexible,No,Offline,Infosys,Banking,Negative,9,Low,811373,434206,Above Average,Lead,Team Lead,Pune,No,Health Insurance,Limited,Strong,Low,2025-01-14 14:11:33.008200,Ambiguous,299.0457666666667
Kolkata,8,High,Analyst,Entry-Level,13,839570,901590,Master's Degree,"Python, SQL, ML",Google Cloud Certified,53,6,Night,Yes,Remote,Cognizant,Consulting,Negative,2,Low,1943912,29515,Average,Senior-Level,Data Analyst,Munger,No,Flexible Hours,Limited,Strong,High,2024-12-12 14:11:33.008200,Clear,378.79706666666664
Delhi,14,Low,Consultant,Lead,4,1826658,1818412,Master's Degree,"C++, Algorithms",AWS Certified,43,4,Night,No,Hybrid,Cognizant,Healthcare,Neutral,0,Moderate,2105692,433207,Above Average,Senior-Level,Developer,Delhi,Yes,Flexible Hours,Moderate,Strong,Low,2024-12-25 14:11:33.008200,Clear,252.18973333333332
Pune,7,Medium,Project Manager,Lead,4,539017,2030369,Bachelor's Degree,"Python, SQL, ML",None,4,9,Day,Yes,Offline,HCL,IT Services,Negative,8,Moderate,1408507,410850,Below Average,Lead,Data Analyst,Pune,No,Stock Options,Limited,Weak,Low,2025-01-03 14:11:33.008200,Clear,282.95023333333336
Mumbai,45,High,Consultant,Lead,10,714994,1272328,Diploma,"AWS, Docker, Kubernetes",PMP,26,13,Day,Yes,Remote,Cognizant,Banking,Positive,9,Moderate,1026776,218106,Above Average,Senior-Level,Team Lead,Mumbai,Yes,Health Insurance,Moderate,Stable,High,2024-12-23 14:11:33.008200,Ambiguous,114.22586666666666
Kolkata,49,Low,Project Manager,Lead,8,1241768,1015175,PhD,"AWS, Docker, Kubernetes",PMP,86,13,Night,Yes,Offline,Cognizant,Retail,Neutral,7,Moderate,2161987,479668,Average,Senior-Level,Developer,Munger,No,Flexible Hours,Limited,Stable,High,2025-01-17 14:11:33.008200,Ambiguous,264.06623333333334
Chennai,22,High,Project Manager,Entry-Level,6,752891,1570694,Master's Degree,"Python, SQL, ML",None,77,5,Night,No,Remote,Infosys,Consulting,Neutral,4,Low,2728925,432593,Below Average,Mid-Level,Manager,Hyderabad,No,Stock Options,Limited,Stable,High,2024-12-25 14:11:33.008200,Ambiguous,336.96416666666664
Chennai,40,Medium,Project Manager,Entry-Level,3,1817740,1758097,PhD,"C++, Algorithms",Scrum Master,78,12,Day,No,Offline,Infosys,Consulting,Negative,1,High,1382099,305145,Above Average,Senior-Level,Team Lead,Delhi,Yes,Flexible Hours,Limited,Strong,High,2025-01-06 14:11:33.008200,Clear,146.06996666666666
Madanapalle,26,Low,Project Manager,Mid-Level,10,1376941,1248923,PhD,"Python, SQL, ML",Google Cloud Certified,42,11,Day,No,Remote,TCS,Banking,Neutral,4,High,1950642,11391,Below Average,Entry-Level,Manager,Mumbai,Yes,Health Insurance,Excellent,Stable,High,2024-12-17 14:11:33.008200,Ambiguous,223.0214
Delhi,38,Medium,Project Manager,Entry-Level,5,765982,1694315,Master's Degree,"AWS, Docker, Kubernetes",PMP,30,7,Day,No,Offline,HCL,Retail,Positive,5,Low,2191825,206278,Below Average,Entry-Level,Developer,Madanapalle,Yes,Stock Options,Excellent,Stable,High,2024-12-21 14:11:33.008200,Clear,207.06083333333333
Darbhanga,12,Medium,Analyst,Lead,6,741416,2293291,Bachelor's Degree,"AWS, Docker, Kubernetes",None,16,8,Flexible,Yes,Hybrid,Cognizant,Consulting,Negative,0,High,2894903,119388,Below Average,Entry-Level,Manager,Bangalore,No,Flexible Hours,Moderate,Stable,High,2024-12-16 14:11:33.008200,Clear,392.49676666666664
Mumbai,44,Low,Software Engineer,Mid-Level,5,573146,1758311,PhD,"JavaScript, React",None,82,0,Flexible,Yes,Offline,HCL,IT Services,Negative,3,Low,916031,314359,Above Average,Lead,Team Lead,Munger,No,Stock Options,Limited,Stable,Moderate,2025-01-18 14:11:33.008200,Clear,232.53436666666667
Munger,48,Low,Data Scientist,Mid-Level,6,1624667,2035125,Bachelor's Degree,"JavaScript, React",Scrum Master,53,2,Day,Yes,Remote,Accenture,Consulting,Neutral,8,High,447367,89720,Average,Entry-Level,Data Analyst,Hyderabad,Yes,Flexible Hours,Moderate,Stable,Low,2024-12-29 14:11:33.008200,Clear,88.91223333333333
Munger,23,Low,Software Engineer,Mid-Level,8,1558870,716480,Master's Degree,"Java, Spring Boot",Scrum Master,61,10,Night,No,Offline,Cognizant,Retail,Neutral,1,Moderate,2211408,299258,Above Average,Mid-Level,Manager,Mumbai,No,Flexible Hours,Excellent,Weak,Low,2024-12-09 14:11:33.008200,Clear,347.7136
Mumbai,46,Low,Project Manager,Lead,7,1464795,2033812,Diploma,"AWS, Docker, Kubernetes",AWS Certified,86,6,Day,Yes,Hybrid,HCL,Healthcare,Neutral,4,Moderate,1901604,152954,Average,Entry-Level,Team Lead,Mumbai,Yes,Health Insurance,Excellent,Stable,High,2024-12-09 14:11:33.008200,Clear,181.3868
Hyderabad,45,Low,Analyst,Senior-Level,5,1689330,1689467,Diploma,"JavaScript, React",PMP,31,5,Flexible,No,Offline,TCS,Healthcare,Negative,0,Moderate,2032748,385286,Above Average,Lead,Team Lead,Darbhanga,No,Health Insurance,Excellent,Weak,Low,2024-12-24 14:11:33.008200,Clear,297.75826666666666
Darbhanga,41,Low,Consultant,Lead,10,1138574,564074,PhD,"Python, SQL, ML",AWS Certified,39,6,Night,No,Remote,TCS,Banking,Neutral,3,Low,1068640,158345,Above Average,Mid-Level,Developer,Mumbai,Yes,Flexible Hours,Excellent,Stable,High,2024-12-31 14:11:33.008200,Clear,163.62133333333333
Kolkata,10,Low,Analyst,Entry-Level,6,880595,2439096,Master's Degree,"C++, Algorithms",None,12,7,Flexible,No,Remote,Cognizant,Retail,Positive,3,Low,2905114,378350,Above Average,Entry-Level,Team Lead,Bangalore,No,Stock Options,Moderate,Weak,Moderate,2025-01-18 14:11:33.008200,Ambiguous,356.8371333333333
Pune,30,High,Project Manager,Entry-Level,14,1484141,688816,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,83,5,Night,No,Hybrid,Accenture,Consulting,Neutral,5,High,764716,55647,Average,Mid-Level,Data Analyst,Delhi,No,Stock Options,Limited,Stable,Low,2024-12-26 14:11:33.008200,Clear,255.49053333333333
Hyderabad,38,Medium,Analyst,Lead,4,1079383,1190645,PhD,"C++, Algorithms",Google Cloud Certified,34,2,Flexible,No,Remote,TCS,Consulting,Neutral,9,High,1533397,485881,Above Average,Mid-Level,Data Analyst,Delhi,No,Health Insurance,Moderate,Stable,Low,2025-01-04 14:11:33.008200,Clear,295.11323333333337
Pune,49,Low,Analyst,Lead,12,612229,1417481,Master's Degree,"JavaScript, React",Scrum Master,4,1,Night,Yes,Offline,TCS,Healthcare,Negative,8,High,2056447,205964,Below Average,Lead,Manager,Mumbai,No,Flexible Hours,Limited,Stable,Moderate,2024-12-28 14:11:33.008200,Ambiguous,260.5482333333333
Pune,10,High,Project Manager,Mid-Level,9,858516,462507,Master's Degree,"Java, Spring Boot",Google Cloud Certified,72,11,Night,No,Offline,Accenture,Healthcare,Neutral,2,Low,644697,52679,Above Average,Lead,Manager,Hyderabad,Yes,Health Insurance,Excellent,Stable,Moderate,2025-01-25 14:11:33.008200,Ambiguous,211.4899
Hyderabad,41,High,Analyst,Lead,13,1035036,1505710,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,28,6,Night,No,Offline,HCL,IT Services,Negative,8,High,1458783,272571,Below Average,Mid-Level,Manager,Munger,No,Flexible Hours,Limited,Strong,Moderate,2024-12-21 14:11:33.008200,Ambiguous,296.6261
Madanapalle,37,High,Data Scientist,Mid-Level,4,1773447,593069,PhD,"Python, SQL, ML",Google Cloud Certified,69,11,Night,Yes,Remote,TCS,Healthcare,Neutral,5,Moderate,1126487,238024,Average,Entry-Level,Manager,Hyderabad,Yes,Flexible Hours,Excellent,Stable,Low,2025-01-14 14:11:33.008200,Ambiguous,173.54956666666666
Chennai,26,Medium,Data Scientist,Entry-Level,1,867760,1206564,Master's Degree,"Python, SQL, ML",None,24,11,Flexible,No,Offline,Infosys,IT Services,Positive,6,High,1476333,401813,Average,Lead,Data Analyst,Kolkata,Yes,Health Insurance,Moderate,Weak,Low,2024-12-16 14:11:33.008200,Clear,127.2111
Pune,25,Low,Analyst,Mid-Level,7,1135869,2253207,Master's Degree,"C++, Algorithms",Google Cloud Certified,21,11,Flexible,No,Offline,TCS,Consulting,Positive,9,Moderate,854623,76267,Above Average,Mid-Level,Developer,Munger,Yes,Stock Options,Limited,Strong,Moderate,2024-12-27 14:11:33.008200,Ambiguous,158.48743333333334
Hyderabad,10,High,Consultant,Lead,7,1266920,2009473,Master's Degree,"JavaScript, React",Google Cloud Certified,65,10,Night,Yes,Offline,HCL,IT Services,Negative,1,Low,1710646,10799,Above Average,Senior-Level,Manager,Madanapalle,Yes,Health Insurance,Moderate,Strong,Moderate,2025-01-04 14:11:33.008200,Ambiguous,247.02153333333334
Hyderabad,10,Medium,Project Manager,Entry-Level,4,1146143,2111952,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,44,0,Night,Yes,Hybrid,HCL,IT Services,Negative,9,Moderate,441340,327803,Above Average,Senior-Level,Developer,Bangalore,No,Flexible Hours,Excellent,Stable,Moderate,2025-01-07 14:11:33.008200,Ambiguous,354.7113333333333
Bangalore,8,Medium,Data Scientist,Senior-Level,13,1486464,1881571,PhD,"Python, SQL, ML",AWS Certified,68,2,Flexible,Yes,Remote,Cognizant,Banking,Neutral,5,Moderate,2740107,497625,Below Average,Lead,Team Lead,Hyderabad,Yes,Health Insurance,Moderate,Weak,Moderate,2024-12-16 14:11:33.008200,Ambiguous,205.3369
Madanapalle,34,Medium,Consultant,Mid-Level,14,377175,1137954,PhD,"Java, Spring Boot",None,88,11,Night,No,Remote,Infosys,Healthcare,Neutral,5,Moderate,1369738,17025,Average,Entry-Level,Team Lead,Darbhanga,No,Stock Options,Excellent,Weak,Moderate,2024-12-19 14:11:33.008200,Clear,297.65793333333335
Delhi,15,High,Analyst,Entry-Level,3,888595,1107173,PhD,"Java, Spring Boot",Scrum Master,71,10,Night,Yes,Remote,HCL,IT Services,Positive,1,Low,1292743,24481,Below Average,Senior-Level,Manager,Delhi,No,Stock Options,Excellent,Strong,High,2025-01-22 14:11:33.008200,Ambiguous,413.0914333333333
Bangalore,34,Low,Consultant,Mid-Level,8,1657453,2139957,PhD,"JavaScript, React",AWS Certified,0,3,Night,Yes,Hybrid,Accenture,Consulting,Neutral,1,Low,2414751,297555,Below Average,Senior-Level,Team Lead,Mumbai,No,Flexible Hours,Excellent,Weak,Moderate,2024-12-29 14:11:33.008200,Ambiguous,332.4917
Bangalore,35,High,Software Engineer,Entry-Level,5,1214634,716275,Diploma,"JavaScript, React",PMP,83,12,Day,Yes,Remote,Infosys,Retail,Positive,1,Low,2048184,237966,Above Average,Senior-Level,Developer,Munger,No,Health Insurance,Moderate,Stable,High,2025-01-25 14:11:33.008200,Ambiguous,318.2728
Mumbai,28,High,Data Scientist,Entry-Level,10,395028,1079447,Diploma,"AWS, Docker, Kubernetes",None,43,13,Night,No,Hybrid,Infosys,IT Services,Negative,9,Low,1813285,115928,Above Average,Entry-Level,Developer,Mumbai,Yes,Stock Options,Moderate,Stable,Low,2024-12-29 14:11:33.008200,Ambiguous,174.44283333333334
Chennai,13,Low,Analyst,Mid-Level,7,1858242,1461404,PhD,"Java, Spring Boot",None,86,0,Day,Yes,Hybrid,Accenture,Healthcare,Neutral,0,High,2925525,133014,Below Average,Entry-Level,Team Lead,Madanapalle,No,Health Insurance,Limited,Stable,Low,2025-01-06 14:11:33.008200,Clear,361.5175
Hyderabad,7,Low,Project Manager,Senior-Level,4,1490888,1379114,Bachelor's Degree,"AWS, Docker, Kubernetes",PMP,74,4,Night,No,Remote,TCS,Banking,Negative,4,Low,1730657,418177,Below Average,Lead,Manager,Kolkata,Yes,Stock Options,Limited,Stable,High,2024-12-10 14:11:33.008200,Ambiguous,183.68856666666667
Chennai,35,Low,Analyst,Entry-Level,4,791450,2451259,Diploma,"C++, Algorithms",PMP,38,9,Flexible,No,Offline,Accenture,Consulting,Neutral,7,Moderate,1364211,424983,Above Average,Lead,Developer,Mumbai,No,Flexible Hours,Moderate,Stable,Moderate,2025-01-24 14:11:33.008200,Ambiguous,295.4737
Darbhanga,44,Medium,Project Manager,Entry-Level,8,1441069,1201625,Master's Degree,"AWS, Docker, Kubernetes",PMP,53,2,Day,Yes,Offline,Accenture,Banking,Positive,1,Low,1721939,61690,Above Average,Senior-Level,Developer,Hyderabad,No,Flexible Hours,Moderate,Strong,Low,2024-12-09 14:11:33.008200,Ambiguous,329.39796666666666
Mumbai,41,Low,Analyst,Entry-Level,14,425149,1862099,Diploma,"Python, SQL, ML",Scrum Master,87,1,Day,No,Remote,TCS,Retail,Negative,4,High,1457975,62870,Below Average,Entry-Level,Data Analyst,Munger,Yes,Health Insurance,Moderate,Stable,Moderate,2024-12-27 14:11:33.008200,Clear,136.59916666666666
Delhi,40,High,Consultant,Senior-Level,8,1053704,2378030,Master's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,74,14,Night,No,Remote,TCS,IT Services,Negative,7,High,1345161,177207,Above Average,Mid-Level,Manager,Darbhanga,No,Flexible Hours,Moderate,Stable,Moderate,2024-12-08 14:11:33.008200,Ambiguous,284.8387
Chennai,28,Low,Consultant,Senior-Level,2,1551011,738384,PhD,"JavaScript, React",None,28,2,Night,Yes,Hybrid,TCS,IT Services,Neutral,9,High,1206479,467730,Above Average,Senior-Level,Data Analyst,Madanapalle,No,Stock Options,Excellent,Strong,High,2024-12-10 14:11:33.008200,Ambiguous,384.21596666666665
Munger,35,High,Consultant,Lead,14,463834,2237753,Diploma,"C++, Algorithms",Google Cloud Certified,53,7,Day,No,Remote,TCS,Healthcare,Negative,4,Moderate,2728767,96928,Below Average,Lead,Team Lead,Pune,No,Flexible Hours,Excellent,Strong,Low,2024-12-07 14:11:33.008200,Clear,420.95889999999997
Pune,10,Medium,Software Engineer,Mid-Level,2,570403,1087605,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,89,5,Flexible,Yes,Hybrid,TCS,IT Services,Positive,1,Low,1025219,219870,Below Average,Entry-Level,Team Lead,Bangalore,No,Stock Options,Excellent,Strong,Low,2024-12-21 14:11:33.008200,Ambiguous,414.1739666666667
Darbhanga,6,High,Project Manager,Senior-Level,3,1529787,1886516,Diploma,"AWS, Docker, Kubernetes",PMP,15,12,Flexible,No,Remote,Accenture,Consulting,Negative,2,Low,2635004,80765,Average,Lead,Data Analyst,Kolkata,No,Stock Options,Moderate,Weak,High,2025-01-08 14:11:33.008200,Clear,355.83346666666665
Madanapalle,24,High,Consultant,Mid-Level,12,1215207,1315113,Diploma,"C++, Algorithms",Scrum Master,19,13,Night,No,Offline,Cognizant,Retail,Negative,5,Low,2827962,295916,Below Average,Lead,Manager,Hyderabad,Yes,Flexible Hours,Excellent,Weak,Moderate,2024-12-12 14:11:33.008200,Clear,216.2654
Delhi,32,Low,Software Engineer,Lead,12,1625569,786721,Diploma,"C++, Algorithms",AWS Certified,45,6,Flexible,Yes,Offline,Cognizant,Banking,Neutral,4,Moderate,2197555,402561,Above Average,Entry-Level,Developer,Bangalore,No,Stock Options,Excellent,Stable,Moderate,2024-12-13 14:11:33.008200,Ambiguous,369.25183333333337
Darbhanga,15,Low,Project Manager,Mid-Level,3,1692488,823332,PhD,"Python, SQL, ML",Scrum Master,66,11,Flexible,Yes,Remote,HCL,Retail,Negative,3,Moderate,453010,290943,Below Average,Senior-Level,Team Lead,Darbhanga,No,Stock Options,Limited,Stable,Low,2024-12-25 14:11:33.008200,Ambiguous,275.1003333333333
Pune,8,High,Analyst,Senior-Level,1,1716828,692575,Bachelor's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,64,5,Night,No,Hybrid,Cognizant,IT Services,Neutral,3,High,2011029,384195,Below Average,Entry-Level,Manager,Bangalore,Yes,Health Insurance,Limited,Stable,High,2025-01-19 14:11:33.008200,Clear,191.0343
Mumbai,19,Low,Software Engineer,Mid-Level,14,617013,1859700,Diploma,"C++, Algorithms",Scrum Master,57,5,Flexible,No,Offline,Cognizant,Banking,Neutral,4,High,1722248,139941,Below Average,Senior-Level,Manager,Delhi,No,Health Insurance,Excellent,Weak,High,2024-12-07 14:11:33.008200,Clear,339.4082666666667
Pune,10,Medium,Data Scientist,Senior-Level,3,1213320,429336,Bachelor's Degree,"C++, Algorithms",PMP,52,11,Night,Yes,Hybrid,Accenture,Healthcare,Negative,1,Low,1307272,33555,Average,Lead,Team Lead,Munger,Yes,Health Insurance,Excellent,Stable,Moderate,2025-01-14 14:11:33.008200,Ambiguous,233.57573333333335
Bangalore,34,Medium,Software Engineer,Mid-Level,6,1411671,2042425,PhD,"Java, Spring Boot",AWS Certified,0,2,Day,No,Remote,TCS,Retail,Positive,8,Moderate,580680,364296,Average,Entry-Level,Team Lead,Bangalore,No,Flexible Hours,Excellent,Stable,Moderate,2024-12-25 14:11:33.008200,Clear,311.356
Pune,42,Low,Software Engineer,Senior-Level,8,1466462,2286963,Master's Degree,"C++, Algorithms",PMP,80,11,Night,No,Remote,TCS,Banking,Neutral,1,Moderate,2896282,399363,Above Average,Mid-Level,Manager,Hyderabad,No,Health Insurance,Moderate,Weak,High,2025-01-20 14:11:33.008200,Clear,292.54273333333333
Bangalore,6,Medium,Project Manager,Senior-Level,13,1157342,1509816,Diploma,"Java, Spring Boot",AWS Certified,65,12,Day,No,Offline,Accenture,Banking,Negative,9,Low,2010000,422549,Average,Senior-Level,Developer,Pune,Yes,Stock Options,Limited,Strong,Low,2025-01-01 14:11:33.008200,Ambiguous,235.0
Mumbai,19,Low,Analyst,Mid-Level,12,1828502,1847947,Bachelor's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,28,13,Day,No,Remote,Cognizant,Banking,Neutral,1,Low,1796728,407477,Below Average,Mid-Level,Data Analyst,Delhi,No,Flexible Hours,Limited,Weak,Moderate,2025-01-19 14:11:33.008200,Clear,271.89093333333335
Kolkata,15,High,Data Scientist,Lead,14,585711,2019471,Bachelor's Degree,"AWS, Docker, Kubernetes",AWS Certified,83,7,Flexible,Yes,Offline,Accenture,Consulting,Positive,9,High,936364,391977,Average,Senior-Level,Team Lead,Delhi,No,Flexible Hours,Limited,Stable,High,2024-12-18 14:11:33.008200,Clear,291.2121333333333
Bangalore,12,High,Consultant,Entry-Level,10,1383868,1898339,PhD,"AWS, Docker, Kubernetes",AWS Certified,69,11,Flexible,Yes,Hybrid,HCL,Retail,Positive,8,High,2358919,341146,Below Average,Entry-Level,Data Analyst,Bangalore,Yes,Flexible Hours,Excellent,Weak,High,2024-12-28 14:11:33.008200,Clear,224.63063333333332
Madanapalle,30,Medium,Consultant,Lead,6,1423389,2036974,Diploma,"JavaScript, React",AWS Certified,7,6,Flexible,Yes,Offline,TCS,Banking,Neutral,2,High,2128719,318697,Average,Mid-Level,Manager,Kolkata,Yes,Flexible Hours,Moderate,Strong,High,2024-12-19 14:11:33.008200,Clear,220.9573
Pune,49,Low,Software Engineer,Mid-Level,5,921424,1076296,Master's Degree,"AWS, Docker, Kubernetes",Scrum Master,28,6,Night,Yes,Offline,Infosys,Retail,Positive,9,Low,1303057,275232,Average,Entry-Level,Data Analyst,Chennai,No,Stock Options,Limited,Strong,Low,2025-01-03 14:11:33.008200,Clear,275.4352333333334
Pune,48,Low,Project Manager,Lead,4,875919,779039,Bachelor's Degree,"C++, Algorithms",Scrum Master,50,5,Flexible,Yes,Hybrid,HCL,Banking,Negative,6,Low,2150652,55783,Average,Senior-Level,Developer,Kolkata,Yes,Stock Options,Limited,Strong,Moderate,2024-12-20 14:11:33.008200,Clear,155.6884
Madanapalle,9,Medium,Project Manager,Senior-Level,3,309885,928714,Diploma,"Python, SQL, ML",Google Cloud Certified,32,4,Day,Yes,Offline,HCL,Healthcare,Negative,3,High,2023162,11115,Below Average,Senior-Level,Manager,Mumbai,No,Health Insurance,Moderate,Strong,Moderate,2024-12-28 14:11:33.008200,Ambiguous,409.43873333333335
Munger,10,High,Consultant,Entry-Level,13,1533954,841048,Master's Degree,"Java, Spring Boot",AWS Certified,2,9,Flexible,No,Offline,Accenture,Healthcare,Neutral,5,High,469835,473330,Average,Senior-Level,Developer,Hyderabad,Yes,Flexible Hours,Excellent,Strong,Moderate,2025-01-05 14:11:33.008200,Clear,245.66116666666667
Hyderabad,30,Medium,Data Scientist,Mid-Level,4,1152746,952439,Bachelor's Degree,"JavaScript, React",None,59,7,Flexible,Yes,Remote,Cognizant,Healthcare,Positive,3,Moderate,1063478,209198,Below Average,Senior-Level,Manager,Chennai,No,Health Insurance,Excellent,Strong,Low,2025-01-19 14:11:33.008200,Ambiguous,375.44926666666663
